Title: Live Content

Description: Fetched live

Source: https://docs.google.com/spreadsheets/d/1cqnTEXHBulQZrwpstH4wl-zhlXGpn_2HWKnUhfvO0y4/export?format=csv&gid=1141120465

---

Date,Income,Expenditure,Net,# Transactions
2025-04-12,"281,500.00","477,910.00","-196,410.00",15
2025-04-15,0.00,"78,401.00","-78,401.00",3
2025-04-16,0.00,"16,500.00","-16,500.00",1
2025-04-17,0.00,"230,000.00","-230,000.00",3
2025-04-18,0.00,"20,000.00","-20,000.00",2
2025-04-21,0.00,"5,000.00","-5,000.00",1
2025-04-22,0.00,"5,000.00","-5,000.00",1
2025-04-23,0.00,"5,000.00","-5,000.00",1
2025-04-24,0.00,"5,000.00","-5,000.00",1
2025-04-25,0.00,"43,000.00","-43,000.00",2
2025-05-02,"27,266.00",0.00,"27,266.00",1
2025-05-03,"250,000.00","213,500.00","36,500.00",3
2025-05-05,"1,481,000.00","98,500.00","1,382,500.00",6
2025-05-06,0.00,"588,701.00","-588,701.00",8
2025-05-07,0.00,"476,109.00","-476,109.00",2
2025-05-08,0.00,"78,000.00","-78,000.00",3
2025-05-09,0.00,"81,300.00","-81,300.00",3
2025-05-10,"158,000.00","127,000.00","31,000.00",5
2025-05-12,0.00,"210,000.00","-210,000.00",2
2025-05-13,0.00,"5,000.00","-5,000.00",1
2025-05-14,0.00,"51,000.00","-51,000.00",1
2025-05-15,0.00,"21,000.00","-21,000.00",1
2025-05-16,0.00,"60,000.00","-60,000.00",2
2025-05-17,0.00,"104,500.00","-104,500.00",2
2025-05-18,0.00,"465,000.00","-465,000.00",2
2025-05-25,0.00,"250,000.00","-250,000.00",2
2025-05-26,0.00,"119,600.00","-119,600.00",2
2025-05-27,0.00,"61,500.00","-61,500.00",4
2025-05-28,0.00,"47,000.00","-47,000.00",1
2025-05-29,0.00,"7,000.00","-7,000.00",2
2025-05-30,"300,000.00","325,401.00","-25,401.00",5
2025-05-31,0.00,"285,100.00","-285,100.00",5
2025-06-01,"800,000.00","509,000.00","291,000.00",7
2025-06-04,0.00,"78,000.00","-78,000.00",4
2025-06-05,0.00,"450,000.00","-450,000.00",2
2025-06-10,0.00,"5,000.00","-5,000.00",1
2025-06-11,0.00,"261,000.00","-261,000.00",3
2025-06-12,0.00,"80,000.00","-80,000.00",1
2025-06-16,"200,000.00","150,600.00","49,400.00",8
2025-06-17,0.00,"70,500.00","-70,500.00",2
2025-06-19,0.00,"9,500.00","-9,500.00",1
2025-06-20,0.00,"20,000.00","-20,000.00",1
2025-06-22,0.00,"2,000.00","-2,000.00",1
2025-06-23,"120,000.00","276,975.00","-156,975.00",6
2025-06-24,0.00,"51,000.00","-51,000.00",1
2025-06-25,0.00,"17,500.00","-17,500.00",2
2025-07-01,"1,200,000.00","593,546.00","606,454.00",12
2025-07-02,0.00,"282,100.00","-282,100.00",3
2025-07-03,0.00,"63,500.00","-63,500.00",4
2025-07-04,"305,000.00","208,150.00","96,850.00",6
2025-07-05,0.00,"26,500.00","-26,500.00",3
2025-07-09,0.00,"275,000.00","-275,000.00",6
2025-07-10,0.00,"40,000.00","-40,000.00",2
2025-07-14,0.00,"36,600.00","-36,600.00",2
2025-07-15,"500,000.00","396,500.00","103,500.00",8
2025-07-16,0.00,"30,452.00","-30,452.00",2
2025-07-17,0.00,"24,000.00","-24,000.00",3
2025-07-18,0.00,"13,000.00","-13,000.00",1
2025-07-19,"200,000.00","263,000.00","-63,000.00",7
2025-07-20,0.00,"38,500.00","-38,500.00",2
2025-07-21,0.00,"73,200.00","-73,200.00",3
2025-07-22,0.00,"22,000.00","-22,000.00",1
2025-07-23,0.00,"71,000.00","-71,000.00",2
2025-07-24,0.00,"32,000.00","-32,000.00",2
2025-07-25,0.00,"31,000.00","-31,000.00",1
2025-07-27,0.00,"10,000.00","-10,000.00",1
2025-07-28,0.00,"31,000.00","-31,000.00",3
2025-07-29,0.00,"12,000.00","-12,000.00",2
2025-07-31,0.00,"13,000.00","-13,000.00",1
2025-08-01,"500,000.00","331,579.00","168,421.00",17
2025-08-02,0.00,"446,500.00","-446,500.00",5
2025-08-05,"700,000.00","279,742.00","420,258.00",5
2025-08-06,"500,000.00","305,501.00","194,499.00",9
2025-08-07,0.00,"136,000.00","-136,000.00",5
2025-08-08,0.00,"250,100.00","-250,100.00",5
2025-08-09,0.00,"39,000.00","-39,000.00",1
2025-08-11,0.00,"139,000.00","-139,000.00",3
2025-08-12,0.00,"70,000.00","-70,000.00",2
2025-08-13,0.00,"300,100.00","-300,100.00",3
2025-08-14,0.00,"362,500.00","-362,500.00",6
2025-08-15,0.00,"10,000.00","-10,000.00",1
2025-08-16,0.00,"879,652.00","-879,652.00",8
2025-08-17,0.00,"123,000.00","-123,000.00",2
2025-08-18,0.00,"15,000.00","-15,000.00",1
2025-08-19,0.00,"136,000.00","-136,000.00",4
2025-08-20,0.00,"91,000.00","-91,000.00",3
2025-08-21,0.00,"356,000.00","-356,000.00",8
2025-08-22,0.00,"69,500.00","-69,500.00",3
2025-08-24,0.00,"50,000.00","-50,000.00",1
2025-08-25,0.00,"390,190.00","-390,190.00",5
2025-08-26,0.00,"13,000.00","-13,000.00",2
2025-08-27,0.00,"100,300.00","-100,300.00",6
2025-08-31,0.00,"28,000.00","-28,000.00",1
2025-09-01,0.00,"6,000.00","-6,000.00",1
2025-09-02,0.00,"2,000.00","-2,000.00",1
2025-09-03,0.00,"8,500.00","-8,500.00",2
2025-09-04,"752,000.00","805,000.00","-53,000.00",10
2025-09-05,0.00,"245,000.00","-245,000.00",4
2025-09-06,0.00,"404,500.00","-404,500.00",3
2025-09-07,0.00,"101,500.00","-101,500.00",1
2025-09-08,0.00,"16,000.00","-16,000.00",1
2025-09-09,0.00,"431,000.00","-431,000.00",6
2025-09-10,0.00,"15,000.00","-15,000.00",1
2025-09-11,0.00,"15,000.00","-15,000.00",1
2025-09-12,0.00,"29,000.00","-29,000.00",1
2025-09-14,0.00,"22,500.00","-22,500.00",2
2025-09-15,0.00,"102,000.00","-102,000.00",7
2025-09-16,0.00,"30,000.00","-30,000.00",4
2025-09-17,0.00,"26,500.00","-26,500.00",3
2025-09-18,0.00,"476,700.00","-476,700.00",8
2025-09-19,0.00,"30,000.00","-30,000.00",1
2025-09-20,0.00,"90,000.00","-90,000.00",3
2025-09-22,0.00,"70,700.00","-70,700.00",2
2025-09-23,0.00,"106,900.00","-106,900.00",5
2025-09-24,"450,000.00","260,000.00","190,000.00",8
2025-09-25,0.00,"210,500.00","-210,500.00",3
2025-09-28,0.00,"125,000.00","-125,000.00",2
2025-10-01,0.00,"24,000.00","-24,000.00",2
2025-10-05,0.00,"13,000.00","-13,000.00",1
2025-10-06,0.00,"38,000.00","-38,000.00",1
2025-10-16,0.00,"300,000.00","-300,000.00",1
2025-10-17,0.00,"74,704.00","-74,704.00",2
2025-10-18,0.00,"100,000.00","-100,000.00",1
2025-10-20,0.00,"17,000.00","-17,000.00",2
2026-01-05,0.00,"131,000.00","-131,000.00",9
2026-01-06,0.00,"10,000.00","-10,000.00",1
2026-01-07,0.00,"22,500.00","-22,500.00",2
2026-01-09,0.00,"34,000.00","-34,000.00",4
2026-01-10,0.00,"138,700.00","-138,700.00",4
2026-01-12,0.00,"95,000.00","-95,000.00",1
2026-01-13,0.00,"49,000.00","-49,000.00",3
2026-01-14,0.00,"48,000.00","-48,000.00",1
2026-01-15,0.00,"81,100.00","-81,100.00",3
2026-01-19,0.00,"118,500.00","-118,500.00",3
2026-01-20,0.00,"104,000.00","-104,000.00",3
2026-01-21,0.00,"111,000.00","-111,000.00",3
2026-01-23,0.00,"192,200.00","-192,200.00",4
2026-01-24,0.00,"117,000.00","-117,000.00",4
2026-01-25,0.00,"8,500.00","-8,500.00",1
2026-01-26,"120,000.00","131,500.00","-11,500.00",5
2026-01-27,"200,000.00","201,000.00","-1,000.00",5
2026-01-28,0.00,"69,000.00","-69,000.00",2
2026-01-29,0.00,"88,700.00","-88,700.00",3
2026-01-30,0.00,"48,300.00","-48,300.00",7
2026-01-31,0.00,"9,000.00","-9,000.00",1
2026-02-01,0.00,"10,400.00","-10,400.00",2
2026-02-03,"100,000.00","60,000.00","40,000.00",2
2026-02-04,"50,000.00","75,100.00","-25,100.00",6
2026-02-05,"250,000.00","147,200.00","102,800.00",6
2026-02-06,"1,880,000.00","1,682,982.00","197,018.00",20
2026-02-07,0.00,"66,000.00","-66,000.00",2
2026-02-08,0.00,"34,000.00","-34,000.00",3
2026-02-09,0.00,"97,500.00","-97,500.00",4
2026-02-10,0.00,"32,000.00","-32,000.00",2
2026-02-11,0.00,"67,300.00","-67,300.00",5
2026-02-14,0.00,"14,000.00","-14,000.00",2
2026-02-15,"350,000.00","270,000.00","80,000.00",6
2026-02-17,0.00,"10,000.00","-10,000.00",1
2026-02-18,0.00,"31,600.00","-31,600.00",2
2026-02-19,"100,000.00","50,600.00","49,400.00",3
2026-02-20,0.00,"72,500.00","-72,500.00",3
2026-02-22,0.00,"106,000.00","-106,000.00",3
2026-02-25,"200,000.00","102,000.00","98,000.00",5
2026-02-26,0.00,"15,000.00","-15,000.00",1
2026-02-27,0.00,"54,000.00","-54,000.00",5
2026-02-28,0.00,"95,000.00","-95,000.00",3
2026-03-01,0.00,"75,500.00","-75,500.00",3
2026-03-04,"1,200,000.00","550,000.00","650,000.00",6
2026-03-05,0.00,"154,600.00","-154,600.00",2
2026-03-06,0.00,"220,000.00","-220,000.00",3
2026-03-07,0.00,"130,000.00","-130,000.00",4
2026-03-10,0.00,"27,000.00","-27,000.00",1
2026-03-13,0.00,"50,000.00","-50,000.00",1
2026-03-14,0.00,"54,000.00","-54,000.00",3
2026-03-16,0.00,"79,000.00","-79,000.00",5
2026-03-17,"400,000.00","292,000.00","108,000.00",7
2026-03-18,"370,000.00","400,000.00","-30,000.00",3
2026-03-19,0.00,"78,000.00","-78,000.00",3
2026-03-20,0.00,"104,000.00","-104,000.00",2
2026-03-21,0.00,"61,500.00","-61,500.00",3
2026-03-22,0.00,"252,100.00","-252,100.00",3
2026-03-24,0.00,"67,000.00","-67,000.00",3
2026-03-25,0.00,"4,000.00","-4,000.00",2
2026-03-26,0.00,"31,000.00","-31,000.00",1
2026-03-28,0.00,"91,000.00","-91,000.00",1
2026-03-29,0.00,"58,100.00","-58,100.00",3
2026-03-31,0.00,"50,000.00","-50,000.00",2
2026-04-01,"100,000.00","112,000.00","-12,000.00",4
2026-04-02,0.00,"1,000.00","-1,000.00",1
2026-04-03,"700,000.00","274,600.00","425,400.00",8
2026-04-04,0.00,"61,000.00","-61,000.00",2
2026-04-05,0.00,"116,500.00","-116,500.00",6
2026-04-06,0.00,"37,000.00","-37,000.00",1
2026-04-07,"200,000.00","259,000.00","-59,000.00",5
2026-04-08,"800,000.00","579,000.00","221,000.00",10
2026-04-09,0.00,"45,000.00","-45,000.00",3
2026-04-10,0.00,"93,000.00","-93,000.00",4
2026-04-11,0.00,"30,000.00","-30,000.00",1
2026-04-14,0.00,"75,000.00","-75,000.00",1
2026-04-15,0.00,"118,000.00","-118,000.00",2
2026-04-16,0.00,"713,500.00","-713,500.00",2
2026-04-20,0.00,"90,000.00","-90,000.00",3
2026-04-21,0.00,"121,000.00","-121,000.00",3
2026-04-22,0.00,"112,000.00","-112,000.00",2
2026-04-23,0.00,"29,000.00","-29,000.00",4
2026-04-24,0.00,"22,500.00","-22,500.00",3
2026-04-25,0.00,"170,000.00","-170,000.00",2
2026-04-27,0.00,"86,000.00","-86,000.00",4
2026-04-28,"80,000.00","80,000.00",0.00,5
2026-04-29,"748,000.00","264,000.00","484,000.00",9
2026-04-30,0.00,"196,565.00","-196,565.00",7
2026-05-01,0.00,"13,000.00","-13,000.00",1
2026-05-02,0.00,"16,000.00","-16,000.00",1
2026-05-03,0.00,"316,000.00","-316,000.00",3
2026-05-04,0.00,"65,500.00","-65,500.00",3
2026-05-05,0.00,"44,500.00","-44,500.00",2
2026-05-07,0.00,"143,000.00","-143,000.00",7
2026-05-26,"150,000.00","134,000.00","16,000.00",5
2026-05-27,"103,000.00","2,100.00","100,900.00",2
2026-05-28,"200,000.00","99,800.00","100,200.00",5
2026-05-29,"103,000.00","40,000.00","63,000.00",2
2026-05-31,"300,000.00","169,500.00","130,500.00",8
2026-06-01,0.00,"72,500.00","-72,500.00",3
2026-06-02,"700,000.00","725,000.00","-25,000.00",9
2026-06-03,"395,000.00","377,600.00","17,400.00",7
2026-06-04,"150,000.00","193,300.00","-43,300.00",7
2026-06-05,0.00,"134,000.00","-134,000.00",5
2026-06-06,0.00,"105,500.00","-105,500.00",2
2026-06-08,0.00,"15,000.00","-15,000.00",1
2026-06-09,"50,000.00",0.00,"50,000.00",1
2026-06-10,"40,000.00","63,450.00","-23,450.00",4
2026-06-11,0.00,"105,600.00","-105,600.00",5
2026-06-12,"60,000.00","119,800.00","-59,800.00",8
2026-06-13,"400,000.00","362,400.00","37,600.00",6
2026-06-15,0.00,"30,500.00","-30,500.00",2
2026-06-16,"80,000.00","116,500.00","-36,500.00",6
2026-06-17,0.00,"70,000.00","-70,000.00",2
2026-06-18,"100,000.00","70,000.00","30,000.00",3
2026-06-19,0.00,"102,600.00","-102,600.00",3
2026-06-20,"300,000.00","297,375.00","2,625.00",6
2026-06-21,0.00,"23,100.00","-23,100.00",2
2026-06-22,0.00,"38,120.00","-38,120.00",2
2026-06-23,0.00,"54,000.00","-54,000.00",2
2026-06-24,0.00,"46,000.00","-46,000.00",1
2026-06-25,0.00,"46,000.00","-46,000.00",1
2026-06-26,0.00,"46,000.00","-46,000.00",1
2026-06-27,0.00,"107,000.00","-107,000.00",4
2026-06-29,"700,000.00","314,500.00","385,500.00",8
2026-06-30,"50,000.00","110,500.00","-60,500.00",5
2026-07-01,"750,000.00","522,000.00","228,000.00",18
2026-07-02,0.00,"110,000.00","-110,000.00",1
2026-07-03,0.00,"105,000.00","-105,000.00",3
2026-07-05,0.00,"17,000.00","-17,000.00",2
2026-07-07,"150,000.00","165,200.00","-15,200.00",7
2026-07-08,"100,000.00","126,000.00","-26,000.00",3
2026-07-09,0.00,"10,500.00","-10,500.00",2
2026-07-10,0.00,"11,000.00","-11,000.00",2
2026-07-12,"70,000.00","22,800.00","47,200.00",3
2026-07-13,"40,000.00","41,000.00","-1,000.00",3
2026-07-15,0.00,"7,800.00","-7,800.00",1
2026-07-16,"800,000.00","744,300.00","55,700.00",9
2026-07-17,0.00,"129,000.00","-129,000.00",5
2026-07-18,0.00,"444,500.00","-444,500.00",7
2026-07-19,0.00,"24,000.00","-24,000.00",1
2026-07-21,0.00,"5,000.00","-5,000.00",1
2026-07-26,"150,000.00","127,000.00","23,000.00",3
2026-07-28,"120,000.00","117,000.00","3,000.00",7
2026-07-29,0.00,"41,200.00","-41,200.00",2
2026-07-31,0.00,"44,000.00","-44,000.00",2
2026-08-01,"698,000.00","885,200.00","-187,200.00",14
2026-08-03,0.00,"71,500.00","-71,500.00",3
2026-08-04,0.00,"85,000.00","-85,000.00",3
2026-08-05,"300,000.00","276,600.00","23,400.00",9
2026-08-06,0.00,"50,000.00","-50,000.00",1
2026-08-07,0.00,"50,000.00","-50,000.00",1
2026-08-09,0.00,"50,000.00","-50,000.00",1
2026-08-10,0.00,"105,000.00","-105,000.00",3
2026-08-15,"20,000.00","82,375.00","-62,375.00",4
2026-08-16,"167,555.00","167,555.00",0.00,2
2026-08-20,"200,000.00","68,000.00","132,000.00",3
2026-08-21,0.00,"76,000.00","-76,000.00",3
2026-08-22,"100,000.00","98,800.00","1,200.00",6
2026-08-24,0.00,"2,000.00","-2,000.00",1
2026-08-29,0.00,"11,000.00","-11,000.00",1
2026-08-30,0.00,"1,650,500.00","-1,650,500.00",10
2026-08-31,0.00,"745,200.00","-745,200.00",5
2026-09-01,"150,000.00","164,800.00","-14,800.00",6
2026-09-02,"645,000.00","429,500.00","215,500.00",8
2026-09-03,0.00,"131,000.00","-131,000.00",4
2026-09-05,"200,000.00","831,000.00","-631,000.00",7
2026-09-06,0.00,"58,000.00","-58,000.00",1
2026-09-07,0.00,"136,000.00","-136,000.00",5
2026-09-08,0.00,"8,500.00","-8,500.00",1
2026-09-10,"520,000.00","361,200.00","158,800.00",8
